ADXL-X,ADXL-Y,ADXL-Z,VELO-X,VELO-Y,VELO-Z,DFT321
7.04,-7.04,5.82,-0.02,0,-0.02,11.53237183
7.35,-7.35,5.2,-0.02,0,-0.02,11.62260728
7.35,-5.82,6.12,-0.02,0,-0.02,11.19595016
7.04,-4.59,5.82,-0.02,0,-0.02,10.22262686
7.04,-5.2,7.35,-0.02,0,-0.02,11.42909008
7.04,-6.73,3.37,-0.02,0,-0.02,10.30589152
7.35,-4.9,9.49,-0.02,0,-0.02,12.96505303
8.26,-6.12,7.65,-0.02,0,-0.02,12.81423037
7.04,-4.9,2.75,-0.03,0,-0.1,9.007446919
7.35,-6.73,7.35,-0.03,0,-0.1,12.38296814
8.26,-7.35,6.43,-0.03,0,-0.1,12.79042611
6.43,-6.43,-0.31,-0.03,0,-0.1,-9.098675728
8.26,-4.29,9.79,-0.03,0,-0.1,13.50836037
7.04,-7.96,2.45,-0.03,0,-0.1,10.90530605
6.73,-4.29,9.49,-0.04,0,-0.14,12.39988306
7.35,-4.59,7.35,-0.07,0.01,-0.22,11.36279455
7.04,-3.37,9.79,-0.07,0.01,-0.22,12.52048721
6.73,-6.43,-2.45,-0.07,0.01,-0.22,-9.624983117
6.43,-7.04,0.61,-0.07,0.01,-0.22,-9.553983462
6.43,-3.67,18.98,-0.07,0.01,-0.22,20.37287903
7.96,-3.98,9.49,-0.07,0.01,-0.22,13.01007686
8.26,-12.24,-7.96,-0.07,0.01,-0.22,-16.77518405
7.35,-17.14,-17.75,-0.07,0.01,-0.22,-25.74615699
7.65,-3.06,20.2,-0.07,0.01,-0.22,21.81573056
6.43,-6.12,0.31,-0.07,0.01,-0.22,8.882308259
7.04,-8.26,4.59,-0.07,0.01,-0.25,11.78377274
7.35,-6.43,2.14,-0.07,0.01,-0.25,9.997349649
17.14,0,20.81,-0.07,0.01,-0.25,26.95989058
6.12,-9.79,-10.1,-0.07,0.01,-0.25,-15.33976858
5.82,-15,-6.12,-0.07,0.01,-0.25,-17.21414535
6.12,15.3,38.87,-0.07,0.01,-0.25,42.21873162
4.9,0.31,7.35,-0.07,0.01,-0.25,8.839038409
5.2,-5.2,11.02,-0.08,0.01,-0.28,13.24841123
10.1,-4.59,18.36,-0.08,0.01,-0.28,21.45151976
8.26,1.84,22.96,-0.08,0.01,-0.28,24.46987536
8.57,0.61,19.89,-0.08,0.01,-0.28,21.66631256
3.98,-6.12,-12.55,-0.08,0.01,-0.28,-14.51886015
9.79,-5.51,26.93,-0.08,0.01,-0.28,29.17925804
7.35,-0.31,4.9,-0.08,0.01,-0.28,8.839038409
4.29,-10.71,-16.83,-0.08,0.01,-0.28,-20.40483031
5.2,-11.32,-15.3,-0.08,0.01,-0.28,-19.72998733
10.41,-13.47,-6.12,-0.08,0.01,-0.32,-18.09042288
5.2,-25.71,-18.67,-0.08,0.01,-0.32,-32.19647496
6.12,-12.86,-7.04,-0.08,0.01,-0.32,-15.88696321
6.73,24.79,56.93,-0.09,0.01,-0.36,62.45688033
19.89,-12.24,23.87,-0.09,0.01,-0.36,33.39470916
6.12,-4.9,-5.2,-0.09,0.01,-0.36,-9.407677716
7.96,-15.92,-9.79,-0.09,0.01,-0.36,-20.31384011
7.96,-12.55,-13.47,-0.09,0.01,-0.36,-20.05754222
7.04,8.57,4.59,-0.09,0.01,-0.36,12.00310793
10.1,-11.94,3.98,-0.09,0.01,-0.36,16.13734799
10.71,-15.3,4.59,-0.09,0.01,-0.36,19.23180179
5.51,-12.86,-14.69,-0.09,0.01,-0.39,-20.28634516
2.75,-1.84,-0.61,-0.09,0.01,-0.39,3.36455049
7.96,11.32,17.14,-0.09,0.01,-0.39,22.02915341
2.14,-2.45,-2.45,-0.09,0.01,-0.39,-4.072419428
11.02,0,17.75,-0.09,0.01,-0.43,20.89265182
5.82,-2.45,0.31,-0.09,0.01,-0.43,6.322262253
5.51,-3.98,-6.73,-0.09,0.01,-0.43,-9.565218241
15.92,-16.53,11.02,-0.08,0,-0.47,25.45835226
15.92,-21.12,12.86,-0.08,0,-0.47,29.40884901
3.37,-8.57,3.37,-0.08,0,-0.47,-9.806054252
6.12,9.49,12.55,-0.08,0,-0.47,16.88244651
8.26,-8.88,-7.04,-0.08,0,-0.47,-14.02296688
8.88,7.35,56.32,-0.08,0,-0.47,57.48755778
2.45,36.73,6.43,-0.08,0,-0.47,37.3689751
1.22,17.75,20.81,-0.08,0,-0.47,27.37895177
5.2,4.9,0.61,-0.08,0,-0.47,7.170920443
12.24,-23.57,-20.51,-0.07,-0.01,-0.5,-33.55626022
3.67,-2.45,5.2,-0.07,-0.01,-0.5,6.819926686
2.14,-15.3,1.22,-0.07,-0.01,-0.5,-15.49703197
7.65,0.92,12.24,-0.07,-0.01,-0.5,14.46328109
9.79,-24.79,-15.92,-0.07,-0.01,-0.5,-31.04568569
3.67,-14.39,-12.55,-0.07,-0.01,-0.5,-19.44334076
-4.9,43.46,57.24,-0.07,-0.01,-0.5,72.03609651
3.67,-19.28,-22.96,-0.07,-0.01,-0.57,-30.20511381
5.82,-25.71,-7.65,-0.07,-0.01,-0.57,-27.44811469
21.73,-12.24,40.4,-0.07,-0.01,-0.57,47.47810548
20.2,-12.24,16.22,-0.07,-0.01,-0.57,28.65215524
-1.84,15.3,-10.1,-0.07,-0.01,-0.57,18.42513501
-0.61,-27.85,-23.26,-0.07,-0.01,-0.57,-36.29080049
-0.61,-14.39,-18.36,-0.07,-0.01,-0.57,-23.33524802
26.93,-22.96,11.63,-0.07,-0.01,-0.57,37.25108589
0.61,-0.61,-4.59,-0.07,-0.01,-0.57,-4.670364012
17.14,-19.89,4.59,-0.07,-0.01,-0.57,26.65445179
1.53,-4.29,6.12,-0.07,-0.01,-0.57,7.628853125
16.83,-14.08,3.06,-0.07,-0.01,-0.57,22.1553357
-0.61,63.66,29.69,-0.07,-0.01,-0.57,70.24573866
6.12,22.04,45.6,-0.07,-0.01,-0.57,51.01544864
6.43,2.45,6.73,-0.07,-0.01,-0.57,9.624983117
7.35,-4.9,-7.04,-0.06,0,-0.62,-11.29575584
7.96,-10.1,-15.92,-0.06,0,-0.62,-20.46504337
-6.43,87.23,76.82,-0.06,0,-0.62,116.4118989
10.1,-24.79,-30.3,-0.06,0,-0.62,-40.43073212
9.79,25.1,29.08,-0.06,0,-0.66,39.64215559
-6.12,29.38,28.77,-0.06,0,-0.66,41.57344946
1.84,29.69,29.08,-0.06,0,-0.66,41.59961658
11.94,-26.63,-40.1,-0.05,0,-0.68,-49.59567017
17.14,-19.89,4.29,-0.05,0,-0.68,26.60443196
8.88,2.45,1.53,-0.05,0,-0.68,9.337976226
7.96,10.41,1.22,-0.05,0,-0.68,13.16123474
7.04,-26.63,-31.83,-0.05,0,-0.68,-42.09355533
9.79,6.73,37.03,-0.05,0,-0.68,38.88904602
10.1,-20.51,15,-0.05,0,-0.68,27.34355683
10.1,19.59,27.55,-0.05,0,-0.68,35.28144838
3.67,2.45,35.81,-0.05,0,-0.68,36.08084672
13.47,-11.02,-9.79,-0.02,-0.02,-0.71,-19.96810958
6.73,18.98,18.06,-0.02,-0.02,-0.71,27.04989649
34.89,-11.94,34.28,-0.02,-0.02,-0.73,50.34872491
0.61,16.22,-9.49,-0.02,-0.02,-0.73,18.80214349
19.89,6.12,5.2,-0.02,-0.02,-0.73,21.45009324
7.96,-12.24,-24.79,-0.02,-0.02,-0.73,-28.77018074
13.16,26.93,35.5,-0.02,-0.02,-0.73,46.46138719
22.96,-3.37,17.14,-0.02,-0.02,-0.73,28.84957712
15.61,-12.86,18.06,-0.02,-0.02,-0.73,27.11485386
2.75,-16.83,0.61,-0.02,-0.02,-0.73,-17.06409974
11.63,-29.38,-9.49,-0.02,-0.02,-0.73,-32.99244459
7.96,-10.1,-13.47,-0.01,-0.01,-0.75,-18.62290257
-7.04,58.46,36.73,-0.01,-0.01,-0.75,69.3990353
9.49,-11.02,21.73,-0.01,-0.01,-0.75,26.14753143
-1.22,48.97,-6.43,-0.01,-0.01,-0.75,49.40540659
18.06,5.2,10.41,-0.01,0,-0.77,21.48421979
12.55,-21.12,9.18,-0.01,0,-0.77,26.22649996
9.18,-16.53,-17.14,-0.01,0,-0.77,-25.52044083
11.02,-1.22,-2.14,-0.01,0,-0.77,11.29196174
7.35,-4.9,-15,-0.01,0,-0.77,-17.4078287
7.35,35.2,26.63,-0.01,0,-0.77,44.74616632
12.24,-7.04,-25.71,-0.01,0,-0.77,-29.33229108
8.88,0,40.1,0.01,-0.01,-0.79,41.07145481
28.46,-25.71,31.22,0.01,-0.01,-0.79,49.45365608
15.61,-33.97,-10.71,0.01,-0.01,-0.79,-38.88877859
0,23.57,-4.9,0.01,-0.01,-0.79,24.0739465
8.57,-7.65,1.53,0.06,-0.02,-0.8,11.58914578
30.61,-13.77,22.34,0.06,-0.02,-0.82,40.31948164
19.28,-10.71,26.63,0.06,-0.02,-0.82,34.57715142
7.04,-10.41,-26.93,0.06,-0.02,-0.82,-29.71791715
33.36,-37.95,12.86,0.06,-0.02,-0.82,52.13896528
8.88,9.18,15.92,0.06,-0.02,-0.82,20.41012494
25.4,-19.28,41.63,0.06,-0.02,-0.82,52.43982551
5.51,-19.89,-16.83,0.06,-0.02,-0.82,-26.63120538
13.47,-17.14,6.73,0.06,-0.02,-0.82,22.81476276
7.35,0.92,-15,0.06,-0.02,-0.82,-16.72928271
9.49,-8.57,6.73,0.07,-0.01,-0.83,14.44984083
6.73,3.06,-19.28,0.07,-0.01,-0.83,-20.64884743
18.67,13.77,31.53,0.07,-0.01,-0.83,39.14489366
4.9,0.92,-12.86,0.07,-0.01,-0.83,-13.79260672
17.14,7.65,0,0.07,-0.01,-0.83,18.7697123
19.89,-19.89,32.75,0.07,-0.01,-0.83,43.17159599
9.79,3.06,2.14,0.07,-0.01,-0.83,10.4779435
-5.51,-19.59,1.84,0.07,-0.01,-0.83,-20.43315443
15.61,-21.12,0.61,0.07,-0.01,-0.83,-26.26972783
7.35,-11.63,12.86,0.07,-0.01,-0.83,18.83239231
8.57,-2.75,27.55,0.07,-0.01,-0.83,28.98292428
8.57,0.92,0.31,0.07,-0.01,-0.83,8.624813041
4.29,-11.94,-22.04,0.07,-0.01,-0.83,-25.43087297
15.3,-18.06,22.65,0.07,-0.01,-0.83,32.76089284
0.31,-12.55,-14.08,0.07,-0.01,-0.83,-18.86385433
-2.75,0,18.36,0.15,-0.03,-0.84,18.56480811
6.73,7.65,-15,0.15,-0.03,-0.84,-18.13326777
15.92,31.83,86.62,0.15,-0.03,-0.84,93.64624766
4.59,74.68,75.6,0.15,-0.03,-0.84,106.3650812
24.79,30,38.26,0.15,-0.03,-0.84,54.57446014
1.84,10.1,3.06,0.15,-0.03,-0.84,10.71257205
6.12,1.22,-13.16,0.15,-0.03,-0.84,-14.56462839
8.88,-7.35,-18.67,0.15,-0.03,-0.84,-21.94187321
10.1,-9.18,-8.88,0.15,-0.03,-0.84,-16.28302183
25.4,0,15.92,0.15,-0.03,-0.84,29.97676434
16.83,-38.57,-15.61,0.15,-0.03,-0.84,-44.88391583
1.84,8.26,16.22,0.15,-0.03,-0.84,18.29485173
7.04,-7.96,1.22,0.15,-0.03,-0.84,10.69633582
6.73,11.02,8.26,0.15,0,-0.87,15.32843436
7.96,-5.51,-8.26,0.19,0,-0.85,-12.72593022
24.18,-23.26,3.37,0.19,0,-0.85,33.72027432
7.96,2.45,4.9,0.19,0,-0.85,9.663027476
11.02,-15.3,3.06,0.19,0,-0.85,-19.10219883
21.43,-11.32,-10.1,0.19,0,-0.85,26.25637637
12.24,8.88,-9.18,0.19,0,-0.85,17.69023459
13.77,-4.29,18.36,0.19,0,-0.85,23.34751807
1.53,-13.77,-35.5,0.19,0,-0.85,-38.10779185
3.67,2.45,55.4,0.19,0,-0.85,55.57545681
11.32,15,28.77,0.22,-0.01,-0.85,34.36357519
-2.14,8.26,17.14,0.22,-0.01,-0.85,19.14645659
10.1,-1.22,-5.2,0.22,-0.01,-0.85,11.42534026
11.32,0.61,2.14,0.22,-0.01,-0.85,11.53664163
-9.49,49.28,80.19,0.25,0.01,-0.85,94.5992315
0.92,32.44,24.79,0.25,0.01,-0.85,40.83802272
9.49,13.77,7.96,0.25,0.01,-0.85,18.52119327
24.49,-28.16,18.36,0.25,0.01,-0.85,41.59128875
22.65,-25.1,-28.16,0.25,0.01,-0.85,-44.00020568
7.35,9.79,0,0.25,0.01,-0.85,12.24200147
13.77,-12.86,8.57,0.25,0.01,-0.85,20.69872943
1.84,-30.61,-28.46,0.25,0.01,-0.85,-41.83693703
26.63,6.73,43.46,0.25,0.01,-0.85,51.41226896
-1.22,-21.12,-40.71,0.25,0.01,-0.85,-45.87861048
10.41,-7.35,34.28,0.25,0.01,-0.85,36.57197014
6.43,-7.96,-15.92,0.26,0.01,-0.84,-18.92492801
7.35,-3.37,-15.3,0.26,0.01,-0.84,-17.30518419
7.96,-11.32,-11.02,0.26,0.01,-0.84,-17.69023459
9.79,-3.67,-9.18,0.26,0.01,-0.84,-13.91349704
8.57,-1.22,-6.43,0.26,0.01,-0.84,10.78323699
8.57,0.31,-6.73,0.3,0.02,-0.83,10.90109628
18.67,-7.04,12.24,0.3,0.02,-0.83,23.40829127
-14.39,11.63,48.67,0.3,0.02,-0.83,52.06820431
5.51,-1.84,49.58,0.3,0.02,-0.83,49.91915564
12.55,-13.77,10.1,0.3,0.02,-0.83,21.19257889
10.71,-6.73,-21.12,0.3,0.02,-0.83,-24.61811122
13.16,0.92,-4.59,0.3,0.02,-0.83,13.96782374
9.79,-7.65,-10.1,0.28,0.03,-0.82,-16.01176442
11.02,9.79,17.14,0.28,0.03,-0.82,22.60672687
-12.24,37.34,28.16,0.42,-0.03,-0.79,48.34334287
8.88,4.59,10.1,0.42,-0.03,-0.79,14.21029556
11.94,-13.77,-3.98,0.42,-0.03,-0.79,-18.65521107
0.61,7.96,34.28,0.42,-0.03,-0.79,35.19733086
7.35,-10.71,-0.92,0.42,-0.03,-0.79,-13.02201981
33.36,-25.4,-9.18,0.42,-0.03,-0.79,-42.9222786
-2.75,13.47,42.24,0.42,-0.03,-0.79,44.42095226
5.2,16.83,18.06,0.42,-0.03,-0.79,25.22801023
15.92,-8.88,-12.86,0.42,-0.03,-0.79,-22.30875165
11.02,-20.2,-6.73,0.42,-0.03,-0.79,-23.97443013
10.41,43.77,59.99,0.42,-0.03,-0.79,74.98653946
5.82,29.38,50.2,0.42,-0.02,-0.78,58.45593896
6.12,-1.84,-9.49,0.42,-0.02,-0.78,-11.44115816
18.36,-1.22,-3.06,0.42,-0.02,-0.78,18.65319276
12.24,-4.59,-19.59,0.42,-0.02,-0.78,-23.55108915
6.43,-2.45,23.26,0.42,-0.02,-0.78,24.25644244
10.71,-17.45,-3.67,0.39,0,-0.77,-20.80085335
10.41,-17.14,-20.51,0.39,0,-0.77,-28.68462654
-1.53,42.54,49.28,0.39,0,-0.77,65.11920531
7.65,4.29,1.84,0.39,0,-0.77,8.961707427
18.36,-28.46,3.06,0.39,0,-0.77,-34.00624649
2.45,28.46,-0.31,0.39,0,-0.77,28.56694243
-0.61,-9.49,-3.98,0.39,0,-0.77,-10.30886027
19.89,-20.81,10.71,0.39,0,-0.77,30.71436635
19.28,5.2,6.73,0.39,0,-0.77,21.07252477
9.18,-26.32,-33.06,0.39,0,-0.77,-43.24324687
7.65,5.2,12.86,0.43,0.01,-0.75,15.8411521
5.2,-11.94,-14.69,0.43,0.01,-0.75,-19.63159953
17.75,-15.92,4.59,0.43,0.01,-0.75,24.28120672
7.04,-5.2,9.79,0.48,-0.01,-0.73,13.13185821
4.9,-1.53,-26.63,0.48,-0.01,-0.73,-27.12024705
7.35,-1.22,-13.77,0.48,-0.01,-0.73,-15.65642999
5.51,-1.84,-21.43,0.48,-0.01,-0.73,-22.20339163
8.88,-3.06,-12.86,0.48,-0.01,-0.73,-15.92474804
9.18,-3.67,-8.26,0.48,-0.01,-0.73,-12.88289176
-0.61,-17.75,8.57,0.48,-0.01,-0.73,-19.72002789
15.3,-1.22,65.5,0.48,-0.01,-0.73,67.2742774
7.04,-0.61,-29.08,0.48,0,-0.71,-29.92624434
7.65,1.22,-17.75,0.48,0,-0.71,-19.36681182
-12.86,-31.53,-23.57,0.48,0,-0.71,-41.41334809
13.47,11.02,-10.41,0.48,0,-0.71,20.279285
14.69,7.04,-5.82,0.47,0.02,-0.69,17.2982687
14.69,15.3,42.24,0.47,0.02,-0.69,47.26630618
4.9,-1.22,-16.83,0.51,-0.01,-0.68,-17.57120656
8.57,-1.53,33.97,0.51,-0.01,-0.68,35.06774444
7.96,3.37,-2.75,0.51,-0.01,-0.68,9.070887498
-4.59,3.37,16.83,0.51,-0.01,-0.68,17.76721419
14.08,-11.63,-9.49,0.51,-0.01,-0.68,-20.58065597
10.41,-19.59,-29.69,0.51,-0.01,-0.68,-37.06254578
3.67,-4.9,-30.61,0.51,-0.01,-0.68,-31.21619772
2.14,-0.61,-13.16,0.51,-0.01,-0.68,-13.34680861
3.67,17.45,43.77,0.51,-0.01,-0.68,47.26292733
4.59,-42.85,4.29,0.53,-0.01,-0.66,-43.30813665
24.49,-37.65,-12.24,0.53,-0.01,-0.66,-46.55212347
5.82,9.18,0,0.53,-0.01,-0.66,10.86944341
7.65,-3.06,-8.88,0.53,-0.01,-0.66,-12.11364933
5.82,7.96,24.49,0.52,0.02,-0.63,26.40064583
8.88,-2.45,8.88,0.52,0.02,-0.63,12.79497167
6.12,7.35,-9.49,0.52,0.02,-0.63,13.47356671
14.39,-16.22,6.73,0.52,0.02,-0.63,22.70359883
12.24,-12.24,-9.79,0.52,0.02,-0.63,-19.88666136
6.73,-4.9,2.14,0.52,0.02,-0.63,8.595493005
6.73,2.45,-4.29,0.52,0.02,-0.63,8.348622641
22.04,-19.28,27.85,0.52,0.02,-0.63,40.41166292
-5.82,43.46,11.02,0.52,0.02,-0.63,45.21155162
8.88,-24.79,5.2,0.52,0.02,-0.62,-26.84098545
4.59,-1.53,4.9,0.52,0.02,-0.62,6.886145511
14.39,-15,9.49,0.52,0.02,-0.62,22.85021225
2.75,29.38,-3.37,0.52,0.02,-0.62,29.70023232
5.82,-8.57,-7.96,0.52,0.02,-0.62,-13.0644135
11.94,-10.41,11.02,0.52,0.02,-0.62,19.29694535
10.1,-7.04,9.49,0.52,0.02,-0.62,15.54450707
-4.59,-3.06,-35.81,0.52,0.02,-0.62,-36.23241367
-2.45,28.46,37.65,0.54,0.01,-0.59,47.25988362
26.93,-30.91,131,0.54,0.01,-0.59,137.2649008
-3.37,2.14,-48.97,0.54,0.01,-0.59,-49.13244753
8.26,-1.53,-15,0.54,0.01,-0.57,-17.19210575
6.43,1.53,-29.08,0.54,0.01,-0.57,-29.82167333
7.65,1.22,-23.57,0.54,0.01,-0.57,-24.81039701
12.55,-4.9,-9.79,0,0,0,-16.65402654
7.35,6.43,-18.98,0,0,0,-21.3449713
7.96,1.84,-12.24,0,0,0,-14.7161408
6.43,-3.37,0.61,0,0,0,7.285183594
9.49,-0.61,2.14,0,0,0,9.747399653
9.79,0.92,3.37,0.49,0.04,-0.57,10.39458513
9.18,1.84,4.29,0.49,0.04,-0.57,10.29864554
8.57,1.84,1.53,0.49,0.04,-0.57,8.897831196
8.88,1.84,0,0.49,0.04,-0.57,9.068627239
9.49,-0.61,0.31,0.49,0.04,-0.57,9.514636094
-73.76,70.4,105.59,0.49,0.02,-0.54,146.7853729
7.04,-14.08,-11.02,0.49,0.02,-0.54,-19.21583722
9.18,9.18,25.4,0.52,-0.02,-0.5,28.52551139
8.57,5.2,-0.92,0.52,-0.02,-0.5,10.06634492
12.86,3.37,-9.79,0.52,-0.02,-0.5,16.51001514
9.49,4.59,-5.51,0.52,-0.02,-0.5,11.89488546
11.02,-6.43,18.36,0.52,-0.02,-0.5,22.35788228
5.51,-6.43,16.83,0.54,-0.04,-0.42,18.84022027
-0.61,4.29,18.06,0.54,-0.04,-0.42,18.57255502
7.96,13.77,-0.92,0.54,-0.04,-0.42,15.93175759
17.45,-17.45,-11.32,0.54,-0.04,-0.42,-27.15045856
3.67,15.92,30.91,0.54,-0.04,-0.42,34.96202797
23.57,-13.47,20.81,0.54,-0.04,-0.42,34.20587523
7.35,4.9,12.86,0.54,-0.04,-0.42,15.60166978
7.65,17.14,51.42,0.54,-0.04,-0.42,54.73863809
0.31,3.06,-32.44,0.54,-0.04,-0.42,-32.58547683
14.08,-22.04,5.2,0.54,-0.04,-0.42,-26.66548331
2.45,7.65,-32.44,0.52,0,-0.43,-33.41973369
9.18,4.29,38.87,0.52,0,-0.43,40.16906023
5.82,1.22,-14.69,0.52,0,-0.43,-15.84793046
7.35,6.43,-24.49,0.52,0,-0.43,-26.36527072
9.79,0.92,0,0.52,0,-0.43,9.833132766
7.04,2.45,24.18,0.52,0,-0.43,25.30289509
8.26,-9.49,4.29,0.52,0,-0.43,13.29254678
7.96,3.98,38.26,0.51,0,-0.43,39.28141545
6.12,1.84,-11.94,0.51,0,-0.43,-13.54265853
8.88,1.22,-0.92,0.51,0,-0.43,9.01050498
7.96,0,-7.04,0.45,0.05,-0.45,10.62653283
8.57,0.61,-7.96,0.45,0.05,-0.45,11.71232684
9.18,2.45,1.53,0.45,0.05,-0.45,9.623710303
8.88,0.31,-0.92,0.45,0.05,-0.45,8.93291106
8.88,1.53,-1.84,0.45,0.05,-0.45,9.196787483
9.18,3.67,0,0.45,0.05,-0.45,9.886419979
8.26,3.67,-1.84,0.45,0.05,-0.45,9.22399588
7.96,3.67,-3.06,0.45,0.05,-0.45,9.284077768
8.57,3.98,-1.53,0.45,0.05,-0.45,9.572157542
8.26,2.75,-1.22,0.45,0.05,-0.45,8.790819074
8.26,2.14,-2.45,0.45,0.05,-0.45,8.877482751
8.57,2.45,-1.84,0.45,0.01,-0.36,9.101263649
106.51,3.67,92.43,0.45,0.01,-0.36,141.0714496
15.3,-20.2,-34.89,0.45,0.01,-0.36,-43.12124882
9.79,2.14,-32.75,0.45,0.01,-0.36,-34.24888611
7.04,12.86,-29.69,0.45,0.01,-0.36,-33.11249462
6.73,10.41,3.06,0.46,-0.02,-0.32,12.76810871
8.57,-12.86,36.73,0.47,-0.05,-0.27,39.84868128
6.43,0.61,8.88,0.47,-0.05,-0.27,10.9805009
6.43,16.22,-22.96,0.47,-0.05,-0.27,-28.83738719
10.41,-9.18,13.16,0.47,-0.05,-0.27,19.12658098
3.98,1.53,26.32,0.47,-0.05,-0.27,26.66315248
8.57,4.59,-3.98,0.47,-0.05,-0.27,10.50492266
6.73,2.45,-2.14,0.47,-0.05,-0.27,7.474958194
2.75,-10.71,31.22,0.46,-0.04,-0.26,33.12031099
7.35,4.29,18.98,0.46,-0.04,-0.26,20.80064903
5.51,3.67,1.84,0.46,-0.04,-0.26,6.871288089
3.06,3.67,20.51,0.46,-0.04,-0.26,21.05926399
7.96,3.98,22.34,0.46,-0.04,-0.26,24.04740319
8.26,-1.53,11.63,0.46,-0.04,-0.26,14.34661633
7.65,4.9,-13.16,0.42,-0.01,-0.27,-15.9911882
9.18,-9.49,-7.96,0.42,-0.01,-0.27,-15.41733116
10.41,-12.24,-5.82,0.42,-0.01,-0.27,-17.08970743
8.57,0.31,5.51,0.42,-0.01,-0.27,10.1931889
8.26,-4.9,4.59,0.42,-0.01,-0.27,10.64451502
9.18,-2.75,23.87,0.42,-0.01,-0.27,25.72181564
5.82,4.9,-2.45,0.42,-0.01,-0.27,7.992803013
7.35,9.18,22.96,0.4,0,-0.26,25.79644355
8.88,3.06,-5.51,0.4,0,-0.26,10.88935719
6.12,-4.59,1.22,0.38,-0.01,-0.22,7.746670252
7.04,7.65,13.77,0.38,-0.01,-0.22,17.25389811
11.63,-2.14,22.04,0.38,-0.01,-0.22,25.01195914
4.29,8.57,-18.67,0.38,-0.01,-0.22,-20.9861359
7.04,3.98,5.51,0.37,-0.01,-0.2,9.785811157
11.32,3.67,24.79,0.37,-0.01,-0.2,27.49827995
3.37,-1.53,-4.29,0.37,-0.01,-0.2,-5.665853863
5.2,-4.29,7.04,0.37,-0.01,-0.2,9.747086744
7.65,2.75,-24.79,0.37,-0.01,-0.2,-26.08886927
4.9,1.53,7.35,0,0,0,8.965121304
11.32,-4.9,18.67,0,0,0,22.37680272
7.04,2.45,-2.45,0,0,0,7.846438683
5.51,1.53,-13.16,0,0,0,-14.34874907
8.26,-4.9,13.77,0,0,0,16.78840374
9.49,-2.45,2.45,0.36,-0.02,-0.18,10.10272735
5.82,0.31,-7.35,0.36,-0.02,-0.18,-9.380351806
10.1,-4.9,15.3,0.36,-0.02,-0.18,18.97656449
7.35,1.84,-6.73,0.36,-0.02,-0.18,10.13415019
9.49,-6.12,14.08,0.36,-0.02,-0.18,18.04884761
5.51,4.9,-11.02,0.34,-0.01,-0.17,-13.25935519
9.49,-3.37,7.65,0.34,-0.01,-0.17,12.64671894
7.04,-1.22,-7.96,0.34,-0.01,-0.17,-10.69633582
6.43,4.59,11.63,0.34,-0.01,-0.17,14.05951279
8.57,0.31,5.2,0.34,-0.01,-0.17,10.02900793
5.82,0,10.71,0.34,-0.01,-0.17,12.18919604
8.26,-12.24,45.6,0.34,-0.01,-0.17,47.93125494
6.43,2.75,-4.29,0.26,0.01,-0.14,8.204358598
6.12,7.04,1.53,0.26,0.01,-0.14,9.452877869
7.04,3.67,11.02,0.26,0.01,-0.14,13.58200648
8.26,-4.29,19.59,0.26,0.01,-0.14,21.68870213
7.04,1.84,4.59,0.26,0.01,-0.14,8.603214516
6.43,2.45,5.2,0.26,0.01,-0.14,8.624813041
8.26,-3.67,24.79,0.26,0.01,-0.14,26.38637148
6.12,-2.75,18.98,0.26,0.01,-0.14,20.13100345
5.82,3.98,11.63,0.26,0.01,-0.14,13.60035661
7.65,-1.53,17.14,0.26,0.01,-0.14,18.8319675
7.35,1.53,2.45,0.26,0.01,-0.14,7.897208368
8.57,-2.75,16.83,0.26,0.01,-0.14,19.08549973
7.35,0.92,5.51,0.21,0,-0.12,9.231955373
7.96,-2.75,10.1,0.21,0,-0.12,13.15044106
6.43,2.45,-1.84,0.21,0,-0.12,7.122710158
7.65,-2.14,7.35,0.21,0,-0.12,10.82241193
7.35,0.61,1.84,0.21,0,-0.12,7.601328831
7.65,-3.67,10.1,0.21,0,-0.12,13.19095903
7.35,0,5.82,0.21,0,-0.12,9.375227997
6.12,2.14,5.82,0.21,0,-0.12,8.712427905
7.35,0.92,1.84,0.21,0,-0.12,7.63246356
8.57,-1.53,6.43,0.21,0,-0.12,10.82269375
7.35,-2.14,7.96,0.21,0,-0.12,11.04371767
6.43,2.45,-0.61,0.21,0,-0.12,6.907930225
7.96,-1.22,7.65,0.21,0,-0.12,11.10731741
7.35,-0.31,6.73,0.19,0,-0.11,9.970531581
8.88,-2.75,13.47,0.19,0,-0.11,16.36636184
7.04,0.31,5.2,0.19,0,-0.11,8.757722307
7.04,1.22,3.98,0.17,0,-0.1,8.178655146
7.65,-3.98,12.24,0.17,0,-0.1,14.97265841
7.04,0.61,6.43,0.17,0,-0.1,9.553983462
7.04,0,5.2,0.15,0,-0.09,8.752234001
7.35,-0.31,8.26,0.15,0,-0.09,11.06102165
7.35,-2.14,8.88,0.15,0,-0.09,11.72418441
6.73,0.61,5.51,0.15,0,-0.09,8.719237352
7.35,-0.92,4.59,0.15,0,-0.09,8.71418384
7.35,-1.84,12.86,0.15,0,-0.09,14.9260745
7.65,-0.61,6.43,0.01,0.01,0,10.01196784
6.73,3.06,5.2,0,0,0,9.038611619
7.04,-2.14,7.65,0,0,0,10.6143158
6.12,-1.84,4.59,0,0,0,7.868170054
6.73,-1.22,7.35,0,0,0,10.04010956
7.04,-0.92,6.12,0,0,0,9.373494546
7.35,-1.53,7.35,0,0,0,10.50646944
