ADXL-X,ADXL-Y,ADXL-Z,VELO-X,VELO-Y,VELO-Z,DFT321
8.26,50.2,31.83,0.45,0,-0.62,60.01180301
9.79,-8.88,3.67,0.45,0,-0.62,13.71741229
11.02,23.26,29.69,0.45,0,-0.62,39.29330859
14.39,17.14,30.61,0.45,0,-0.62,37.91864713
9.18,7.96,6.73,0.46,0.01,-0.6,13.88981281
-2.14,-68.87,-42.85,0.46,0.01,-0.6,-81.14048928
9.18,-21.12,-40.1,0.46,0.01,-0.6,-46.24215393
1.22,-9.79,-7.04,0.46,0.01,-0.6,-12.11998762
26.32,-13.77,-19.59,0.47,0,-0.58,-35.58262778
-1.22,4.29,-26.63,0.47,0,-0.58,-27.0009148
13.77,-0.61,43.16,0.47,0,-0.58,45.30751152
25.71,26.02,23.26,0.47,0,-0.58,43.34826525
8.57,10.1,-6.43,0.48,0,-0.56,14.72412306
6.43,-3.06,1.84,0.48,0,-0.56,7.354869135
14.69,2.14,-21.43,0.48,0,-0.56,-26.06953394
30.61,11.02,53.56,0.48,0,-0.56,62.66646711
3.98,52.34,2.75,0.48,0,-0.56,52.56309066
1.53,28.46,9.18,0.48,0,-0.56,29.94302757
12.55,6.43,52.03,0.48,0,-0.56,53.90703386
-7.04,58.15,89.07,0.48,0,-0.56,106.6041697
13.77,-5.51,10.1,0.48,0,-0.56,17.94388475
0.31,30.61,52.64,0.48,0,-0.56,60.89365977
9.18,13.77,33.06,0,0,0,36.97091965
6.73,-10.71,-5.2,0,0,0,-13.67614712
7.35,4.59,3.06,0,0,0,9.189896626
3.98,-7.04,10.1,0,0,0,12.93877892
30.91,8.57,60.3,0.49,0.02,-0.52,68.3005344
-2.45,5.2,-7.96,0.5,0,-0.49,-9.818558957
2.45,4.59,0.31,0.5,0,-0.49,5.212168455
22.04,-15.3,7.96,0.5,0,-0.49,27.98594647
14.08,0.31,1.22,0.5,0,-0.49,14.13615577
2.14,0.61,-9.49,0.5,0,-0.49,-9.747399653
13.77,-6.73,1.84,0.5,0,-0.49,15.43669006
9.49,45.91,107.74,0.5,0,-0.49,117.4976417
-1.22,-17.14,-19.28,0.5,0,-0.49,-25.82607984
5.51,-3.67,-39.79,0.5,0,-0.49,-40.33699419
-5.51,57.24,97.33,0.5,0,-0.49,113.048249
11.32,13.77,23.26,0.5,0,-0.49,29.30499787
3.37,-15.61,-24.79,0.5,0,-0.49,-29.48852489
13.16,0.31,12.24,0.5,0,-0.49,17.97496314
16.22,29.38,47.14,0.5,0,-0.49,57.86581374
0,-4.59,-11.94,0.5,0,-0.49,-12.79186069
8.88,22.65,37.95,0.5,0,-0.49,45.07859137
4.9,36.42,35.2,0.5,0,-0.49,50.88679986
5.2,37.34,33.06,0.5,0,-0.49,50.14258868
21.12,2.75,8.26,0.47,0.01,-0.45,22.84391604
20.81,16.83,-11.63,0.47,0.01,-0.45,29.18153354
4.29,-9.79,-47.14,0.47,0.01,-0.45,-48.33660931
2.45,11.94,-0.61,0.47,0.01,-0.45,12.20402393
5.51,-6.43,-8.88,0.47,0.01,-0.44,-12.27026487
5.51,3.06,8.57,0.47,0.01,-0.44,10.63807313
1.84,1.22,-4.9,0.47,0.01,-0.44,-5.374383686
16.53,54.17,55.09,0.47,0.01,-0.44,79.00973294
8.26,13.77,6.73,0.47,0.01,-0.44,17.41072658
4.9,5.51,-0.31,0.47,0.01,-0.44,7.38012195
6.73,26.93,3.67,0.47,0.01,-0.44,27.9997625
8.57,-4.9,-7.65,0.47,0.01,-0.44,-12.48909124
4.9,33.06,57.24,0.47,0.01,-0.44,66.28266138
6.73,6.43,5.2,0,0,0,10.66197918
0.31,4.9,16.22,0,0,0,16.94681386
10.41,-31.22,-43.77,0,0,0,-54.76193386
19.59,0,6.12,0,0,0,20.52370581
2.75,3.06,-23.26,0,0,0,-23.62104358
2.45,22.34,48.05,0.44,-0.01,-0.38,53.04602341
5.2,11.94,1.53,0.44,-0.01,-0.38,13.11276096
10.41,43.16,39.18,0.44,-0.01,-0.38,59.2133946
3.67,7.65,5.51,0.44,-0.01,-0.38,10.11689182
2.45,7.96,-7.65,0.44,-0.01,-0.38,11.30869577
5.2,0.92,17.45,0.42,0,-0.36,18.23153587
3.37,14.08,23.26,0.42,0,-0.36,27.39764406
6.73,9.79,9.18,0.42,0,-0.36,15.01364046
1.22,-7.65,-6.73,0.42,0,-0.36,-10.26176398
10.71,12.55,24.18,0.42,0,-0.35,29.27249562
10.71,-6.43,-16.22,0.42,0,-0.35,-20.47284543
3.37,-3.06,-6.43,0.42,0,-0.35,-7.878159684
9.18,13.16,35.5,0.39,0,-0.33,38.95777201
10.71,-5.2,-13.77,0.39,0,-0.33,-18.203214
8.26,2.45,-7.35,0.39,0,-0.33,11.32486645
5.82,0.92,-4.29,0.39,0,-0.33,7.288545808
5.82,26.02,61.52,0.39,0,-0.33,67.04940865
4.9,8.57,25.4,0.39,0,-0.33,27.25096145
4.9,-3.67,-18.06,0.39,0,-0.33,-19.06941268
7.96,37.95,49.89,0.39,0,-0.33,63.18683565
5.82,6.43,25.1,0.39,0,-0.33,26.55611606
4.29,1.22,-16.83,0.37,0,-0.31,-17.41095632
6.73,-2.45,-15.3,0.37,0,-0.31,-16.89335372
-3.37,7.96,-6.12,0.37,0,-0.31,-10.59117085
8.26,9.49,17.45,0.34,-0.01,-0.28,21.51255912
3.06,22.34,31.22,0.34,-0.01,-0.28,38.51139572
4.59,0.92,-4.9,0.34,-0.01,-0.28,6.776761764
10.71,11.63,69.78,0,0,0,71.54865058
4.59,4.59,-12.55,0,0,0,-14.12935597
11.63,18.36,22.34,0,0,0,31.16764508
5.51,4.59,3.06,0,0,0,7.796909644
16.53,13.16,7.35,0,0,0,22.37071747
4.59,0.61,-24.79,0.31,-0.01,-0.25,-25.21872915
6.43,8.57,2.45,0.31,-0.01,-0.25,10.99055504
5.82,4.9,8.88,0.31,-0.01,-0.25,11.69345116
6.73,6.43,8.26,0.31,-0.01,-0.25,12.44449276
7.65,4.59,-6.12,0.29,-0.02,-0.22,10.81873375
6.73,4.9,3.06,0.29,-0.02,-0.22,8.869413735
10.1,24.79,50.5,0.29,-0.02,-0.22,57.15596294
5.82,18.06,9.49,0.29,-0.02,-0.22,21.21546841
4.29,0.61,-11.63,0.29,-0.02,-0.22,-12.41100721
5.82,4.29,-6.73,0,0,0,9.87772241
15.61,10.41,43.77,0,0,0,47.62198127
8.57,9.79,17.45,0,0,0,21.76675217
5.51,3.37,-4.9,0,0,0,8.107219005
7.65,8.26,7.65,0,0,0,13.6114878
6.12,4.59,-1.22,0,0,0,7.746670252
7.35,7.96,12.24,0,0,0,16.34630539
5.82,3.37,-7.35,0.24,-0.02,-0.19,9.962519762
7.35,8.88,15.92,0.24,-0.02,-0.19,19.65510875
7.35,5.82,4.9,0.24,-0.02,-0.19,10.57851124
5.82,7.04,1.53,0.17,0,-0.15,9.261473965
8.26,9.49,15,0.17,0,-0.15,19.5777348
7.04,5.82,2.45,0.17,0,-0.15,9.457087289
6.12,6.43,1.84,0.17,0,-0.15,9.065588784
6.73,8.88,6.12,0.17,0,-0.15,12.71226573
7.04,7.04,7.65,0.17,0,-0.15,12.55570388
6.73,7.04,2.45,0.17,0,-0.15,10.04275859
6.43,7.65,3.37,0.17,0,-0.15,10.54629319
8.26,9.49,15,0.17,0,-0.15,19.5777348
6.43,7.35,0.31,0.17,0,-0.15,9.770542462
6.43,7.35,2.75,0.17,0,-0.15,10.1454374
7.04,7.35,5.51,0.17,0,-0.15,11.57342646
7.35,7.96,8.26,0.17,0,-0.15,13.62393849
7.04,7.35,3.37,0.17,0,-0.15,10.72105405
6.73,7.65,3.37,0.17,0,-0.15,10.73183582
7.04,7.96,7.04,0.17,0,-0.15,12.74695258
7.04,7.04,6.12,0.17,0,-0.15,11.68664195
6.73,7.04,4.29,0.17,0,-0.15,10.64230238
6.73,7.35,5.2,0.1,0,-0.09,11.24079179
7.04,6.73,7.35,0.1,0,-0.09,12.2015163
6.73,7.35,5.2,0.1,0,-0.09,11.24079179
6.73,5.82,4.9,0.1,0,-0.09,10.1575243
7.04,5.82,6.73,0.1,0,-0.09,11.34578776
7.04,6.73,6.43,0.05,-0.01,-0.04,11.67044986
6.73,6.43,5.2,0.05,-0.01,-0.04,10.66197918
6.73,6.12,5.51,0.05,-0.01,-0.04,10.63519628
7.04,6.43,7.35,0.05,-0.01,-0.04,12.0386461
6.43,6.73,4.59,0.05,-0.01,-0.04,10.37814531
6.43,6.73,5.82,0.05,-0.01,-0.04,10.97771379
6.73,7.04,5.82,0.05,-0.01,-0.04,11.34578776
6.73,7.04,4.29,0.05,-0.01,-0.04,10.64230238
7.35,6.43,7.35,0.05,-0.01,-0.04,12.22251611
6.43,6.12,1.53,0.03,-0.01,-0.02,9.007785521
6.73,6.12,6.73,0.03,-0.01,-0.02,11.31548497
6.73,7.04,4.29,0.03,-0.01,-0.02,10.64230238
6.73,7.35,6.43,0.03,-0.01,-0.02,11.86002951
6.73,6.73,6.73,0,-0.01,0.01,11.65670193
6.73,6.73,5.51,0,-0.01,0.01,10.99754063
7.04,6.73,7.96,0,-0.01,0.01,12.57839815
7.65,5.51,8.57,0,-0.01,0.01,12.74078098
5.82,5.82,-0.61,0,-0.01,0.01,8.253296311
6.73,5.2,6.73,-0.04,-0.01,0.03,10.84554286
7.04,5.51,5.51,-0.04,-0.01,0.03,10.50151418
6.43,5.51,14.69,-0.04,-0.01,0.03,16.9558574
6.43,2.45,1.22,-0.04,-0.01,0.03,6.988261586
6.12,5.82,2.14,-0.04,-0.01,0.03,8.712427905
9.49,8.26,13.77,-0.04,-0.01,0.03,18.65209372
6.12,4.59,-0.92,-0.04,-0.01,0.03,7.705121673
7.65,5.2,7.96,-0.04,-0.01,0.03,12.20344623
6.73,6.12,-2.75,-0.04,-0.01,0.03,9.503146847
13.77,0.61,30.91,-0.04,-0.01,0.03,33.84395219
3.06,7.04,-12.55,-0.04,-0.01,0.03,-14.71148191
5.82,6.73,-2.75,-0.07,-0.01,0.06,9.31277617
7.96,1.84,-4.59,-0.07,-0.01,0.06,9.370981806
9.49,-5.51,22.96,-0.14,-0.01,0.11,25.44762857
3.67,4.9,-7.35,-0.14,-0.01,0.11,9.565636414
6.43,4.29,7.96,-0.14,-0.01,0.11,11.09552162
11.94,2.45,3.37,-0.14,-0.01,0.11,12.64606658
6.12,2.14,-8.26,-0.14,-0.01,0.11,10.50055237
4.9,4.9,3.67,-0.14,-0.01,0.11,7.841485829
6.12,7.35,-5.82,0,0,0,11.19595016
7.35,4.29,20.51,0,0,0,22.20555561
2.14,4.59,63.05,0,0,0,63.25306475
3.98,8.26,0,0,0,0,9.168860344
4.59,6.43,-7.04,0,0,0,10.58180514
10.1,0.31,12.86,0,0,0,16.35499006
7.35,5.51,7.96,0,0,0,12.1550072
10.71,10.41,61.83,0,0,0,63.60834143
9.18,1.53,-8.26,0,0,0,12.44350835
6.12,3.06,4.9,0,0,0,8.415937262
7.65,-1.53,31.83,-0.19,-0.02,0.16,32.77212688
5.51,8.88,4.9,-0.19,-0.02,0.16,11.5422918
6.12,1.84,-24.18,-0.19,-0.02,0.16,-25.0102459
12.55,11.94,68.25,-0.19,-0.02,0.16,70.41398015
7.65,-2.45,-2.14,-0.21,-0.02,0.19,8.312917659
5.82,3.06,-12.24,-0.21,-0.02,0.19,-13.89437296
9.79,13.77,26.02,-0.21,-0.02,0.19,31.02414221
11.94,7.04,42.85,-0.21,-0.02,0.19,45.0360711
3.67,4.59,-11.32,-0.24,-0.01,0.21,-12.75458349
3.37,-8.57,34.28,-0.24,-0.01,0.21,35.49535463
5.2,4.59,9.18,-0.24,-0.01,0.21,11.50567251
7.65,2.45,15.92,-0.24,-0.01,0.21,17.83175258
11.32,4.29,7.35,-0.24,-0.01,0.21,14.16223852
7.04,6.12,-5.82,-0.24,-0.01,0.21,10.9949261
7.35,1.84,-7.96,-0.24,-0.01,0.21,10.98952683
4.29,5.2,-2.14,-0.27,-0.01,0.25,7.072743456
11.94,-1.22,30.61,-0.27,-0.01,0.25,32.87893094
4.59,4.9,-18.98,-0.27,-0.01,0.25,-20.13252344
4.29,-3.06,13.47,-0.27,-0.01,0.25,14.46404508
8.88,6.73,0.92,-0.27,-0.01,0.25,11.18005814
5.51,-0.61,-3.37,-0.27,-0.01,0.25,6.487611271
7.35,7.04,9.18,-0.27,-0.01,0.25,13.7060753
7.35,17.14,35.81,-0.27,-0.01,0.25,40.37521765
4.9,2.75,11.02,-0.27,-0.01,0.25,12.36983832
15.61,4.9,12.24,-0.29,-0.02,0.28,20.4328094
9.79,7.96,-25.4,-0.29,-0.02,0.28,-28.36134165
3.67,3.67,-2.45,-0.29,-0.02,0.28,5.739364076
7.65,2.14,33.97,-0.29,-0.02,0.28,34.88643003
10.41,4.29,24.79,-0.29,-0.02,0.28,27.22712434
7.65,-3.98,-18.67,-0.29,-0.02,0.28,-20.56530574
5.2,-1.53,17.45,-0.29,-0.02,0.28,18.27247657
7.35,9.18,39.48,-0.29,-0.02,0.28,41.19423867
14.69,6.43,28.77,-0.3,-0.02,0.29,32.9371204
1.22,4.9,-15,-0.3,-0.02,0.29,-15.82714125
33.06,10.1,29.69,-0.3,-0.02,0.29,45.56829709
5.2,-5.2,20.81,-0.3,-0.02,0.29,22.07115992
3.06,-1.84,-7.96,-0.32,-0.02,0.31,-8.724150388
8.88,7.65,-4.59,-0.32,-0.02,0.31,12.58749379
21.73,0.31,-17.45,-0.32,-0.02,0.31,27.87097953
10.71,0,9.18,-0.32,-0.02,0.31,14.10590302
1.53,-2.14,-15.61,-0.32,-0.02,0.31,-15.83011687
21.43,12.24,11.02,-0.34,-0.01,0.35,27.02781715
5.51,6.73,-26.32,-0.34,-0.01,0.35,-27.71994589
5.2,0.61,-13.16,-0.34,-0.01,0.35,-14.16325175
10.1,4.29,21.12,-0.34,-0.01,0.35,23.80059873
6.12,3.37,-16.83,-0.34,-0.01,0.35,-18.22251904
7.65,-2.45,-9.49,-0.34,-0.01,0.35,-12.43322565
-1.22,-0.31,51.42,-0.34,-0.01,0.35,51.43540512
7.35,-3.37,5.2,-0.34,-0.01,0.35,9.613500923
7.96,-8.57,-48.36,-0.35,-0.01,0.37,-49.7543576
30.61,14.39,56.62,-0.35,-0.01,0.37,65.95353364
-1.84,-1.53,-12.24,-0.35,-0.01,0.37,-12.47173204
6.73,-0.92,0,-0.35,-0.01,0.37,6.792591553
5.2,-2.75,-24.49,-0.35,-0.01,0.37,-25.18655594
0.61,4.59,68.25,-0.35,-0.01,0.37,68.40689073
7.65,15,17.14,-0.35,-0.01,0.37,24.02711177
5.2,1.53,-12.86,-0.35,-0.01,0.37,-13.95566193
19.59,4.59,12.86,-0.36,-0.01,0.38,23.87919178
10.41,11.63,-27.24,-0.36,-0.01,0.38,-31.39494545
4.9,-3.67,-25.71,-0.36,-0.01,0.38,-26.42882896
7.65,5.82,-10.41,-0.36,-0.01,0.38,14.16908607
15.61,11.32,24.79,-0.36,-0.01,0.38,31.40634649
6.43,1.84,-0.61,-0.36,-0.02,0.4,6.715846931
9.49,4.9,2.75,-0.36,-0.02,0.4,11.02871706
11.02,6.73,19.28,-0.36,-0.02,0.4,23.20456205
2.75,13.16,-23.57,-0.36,-0.02,0.4,-27.13471946
17.75,-2.14,0,-0.36,-0.02,0.42,17.87853741
7.35,-3.67,0.61,-0.36,-0.02,0.42,8.237930565
0.61,11.02,-15.92,-0.36,-0.02,0.42,-19.37160035
14.08,0.61,8.88,-0.36,-0.02,0.42,16.65751782
22.34,3.06,9.18,-0.37,-0.02,0.43,24.34566902
15.61,9.18,62.74,-0.37,-0.02,0.43,65.30124118
3.37,13.77,-15.3,-0.37,-0.02,0.43,20.85808716
3.37,0.61,36.73,-0.37,-0.02,0.43,36.88931959
7.65,11.94,-7.96,-0.37,-0.02,0.44,16.26184799
6.43,-5.51,-0.92,-0.37,-0.02,0.44,-8.51771096
3.06,-7.96,-1.84,-0.37,-0.02,0.44,-8.724150388
11.94,20.81,67.95,-0.37,-0.01,0.45,72.06123923
8.26,6.12,24.79,-0.37,-0.01,0.45,26.83702852
2.75,-8.26,-31.22,-0.37,-0.01,0.45,-32.41108607
6.12,-4.29,-18.98,-0.37,-0.01,0.45,-20.3985024
-12.55,5.82,40.4,-0.37,-0.01,0.45,42.70286759
4.9,11.02,62.74,0,0,0,63.88863749
4.29,7.35,-10.71,0,0,0,13.67957236
3.37,10.71,-18.36,0,0,0,-21.52093399
15,0,27.85,0,0,0,31.63261766
10.1,3.06,-15.92,0,0,0,-19.10026178
7.04,3.67,14.39,-0.39,0,0.47,16.43479845
6.73,0,-8.26,-0.39,0,0.47,-10.65459995
4.9,-2.45,3.67,-0.39,0,0.47,6.594042766
3.67,-17.14,13.16,-0.39,0,0.47,-21.91880699
11.63,2.14,11.94,-0.39,0,0.47,16.80476421
5.2,2.14,19.59,-0.38,-0.01,0.48,20.38106229
10.41,0.61,-9.18,-0.38,-0.01,0.48,13.89289747
0.92,2.75,5.82,-0.38,-0.01,0.48,6.502407247
14.08,8.26,25.4,-0.38,-0.01,0.48,30.1932774
11.63,4.9,-8.57,-0.38,-0.01,0.48,15.2548943
2.45,-3.98,17.45,-0.38,-0.01,0.48,18.06503252
3.98,23.26,-12.55,-0.38,-0.01,0.48,26.72771034
17.14,9.49,2.14,-0.38,-0.01,0.48,19.7083561
1.53,11.02,-29.38,-0.37,-0.03,0.51,-31.41601025
11.63,2.14,-22.65,-0.37,-0.03,0.51,-25.55110565
4.59,-14.39,-16.83,-0.37,-0.03,0.51,-22.61391386
0.92,-4.9,-17.75,-0.37,-0.03,0.51,-18.43688965
5.2,2.45,-6.12,-0.37,-0.03,0.51,8.396243208
7.96,4.29,23.26,-0.37,-0.03,0.51,24.95582697
0.92,12.86,18.06,-0.37,-0.03,0.51,22.18985354
3.98,20.51,56.62,-0.37,-0.03,0.51,60.35167686
11.63,18.36,-2.45,-0.37,-0.03,0.51,21.8711911
6.43,1.22,-24.18,-0.37,-0.03,0.5,-25.05006387
10.71,-12.24,9.18,-0.37,-0.03,0.5,18.67603009
9.49,3.98,5.82,-0.37,-0.03,0.5,11.82255894
2.45,-5.2,8.88,-0.37,-0.03,0.5,10.57813311
8.57,14.69,37.65,-0.37,-0.03,0.5,41.31299432
3.67,2.75,-16.83,0,0,0,-17.44363208
10.41,0.61,-11.02,0,0,0,15.17170393
17.75,-3.67,40.4,0,0,0,44.27969512
-0.92,7.04,-22.04,0,0,0,-23.15533632
-9.49,11.32,1.53,0,0,0,14.85070369
-9.49,-62.74,48.67,-0.37,0,0.52,-79.96959797
4.9,2.45,12.24,-0.37,0,0.52,13.41007457
12.24,26.32,18.67,-0.37,0,0.52,34.51273533
0,-10.71,-2.75,-0.37,0,0.52,-11.05742285
17.14,0.31,12.86,-0.37,0,0.53,21.43024265
7.04,9.79,14.08,-0.37,0,0.53,18.53785586
7.35,3.06,15,-0.37,0,0.53,16.98193452
12.86,10.1,11.94,-0.37,0,0.53,20.24730105
21.43,2.75,21.12,-0.37,0,0.53,30.2136029
6.12,6.43,6.12,-0.36,-0.01,0.55,10.78210091
5.51,11.63,-9.79,-0.36,-0.01,0.55,16.16975881
33.97,30.91,70.4,-0.36,-0.01,0.55,84.05682007
2.75,-3.98,-21.43,-0.36,-0.01,0.55,-21.96924669
15.61,-14.08,43.77,-0.35,-0.02,0.55,48.5564764
20.51,7.04,32.75,-0.35,-0.02,0.55,39.27829171
5.2,3.67,-1.84,-0.35,-0.02,0.55,6.625292446
2.75,3.06,33.67,-0.34,-0.02,0.56,33.92042158
16.22,12.24,-18.98,-0.34,-0.02,0.56,27.80551025
3.98,5.51,41.32,-0.34,-0.02,0.56,41.87532567
13.77,-1.22,-4.29,-0.34,-0.02,0.56,14.47430136
-0.31,-3.06,-16.83,-0.34,-0.02,0.56,-17.10872877
4.29,-0.31,-2.45,-0.34,-0.02,0.56,4.950020202
7.35,-2.45,9.49,-0.34,-0.02,0.56,12.25092241
12.86,15,14.69,-0.34,-0.02,0.56,24.62063565
10.71,-20.81,-9.18,-0.34,-0.02,0.56,-25.14025855
33.36,9.79,28.46,-0.33,-0.01,0.57,44.93000445
15,10.71,-2.45,-0.33,-0.01,0.57,18.59318692
3.67,3.98,11.63,-0.33,-0.01,0.57,12.82833582
2.75,7.96,-11.02,-0.33,-0.01,0.57,-13.86955298
7.04,-11.02,-15.92,-0.33,0,0.57,-20.60214552
-10.41,-1.53,-9.79,-0.33,0,0.57,-14.37195533
10.71,-0.31,0,-0.33,0,0.57,10.71448552
9.79,-11.94,39.18,-0.32,-0.01,0.58,42.11270711
4.59,3.37,-17.75,-0.32,-0.01,0.58,-18.6410166
3.67,10.1,-2.45,-0.32,-0.01,0.58,11.0218601
3.98,-9.79,-9.79,-0.32,-0.01,0.58,-14.40585298
19.89,-1.22,18.36,-0.32,-0.01,0.58,27.0959425
1.22,-12.24,-18.67,-0.32,-0.01,0.58,-22.35788228
20.2,5.2,11.02,-0.32,-0.01,0.58,23.5906846
5.82,17.14,-15,-0.32,-0.01,0.58,23.50855164
6.43,20.51,156.4,-0.32,-0.01,0.58,157.870089
-2.75,9.18,-1.84,-0.31,-0.01,0.58,9.7580992
5.51,7.35,1.84,-0.31,-0.01,0.58,9.368468391
4.59,1.22,-12.24,-0.31,-0.01,0.58,-13.12913173
0,12.55,156.4,-0.31,-0.01,0.58,156.9027167
7.96,7.96,-6.73,-0.31,-0.01,0.58,13.11549084
2.45,-4.9,58.46,-0.31,-0.01,0.58,58.71613151
3.67,0.61,-7.04,-0.31,-0.01,0.58,-7.96257496
4.29,1.53,-1.84,-0.31,-0.01,0.58,4.912290708
1.53,-22.65,24.79,-0.31,-0.01,0.58,33.61409675
7.04,2.75,-13.47,-0.28,-0.01,0.59,-15.44554952
5.51,-3.06,25.1,-0.28,-0.01,0.59,25.87921367
-10.41,7.04,-21.12,-0.28,-0.01,0.59,-24.57608797
6.73,-16.22,-21.12,-0.28,-0.01,0.59,-27.46699292
13.16,9.79,7.65,-0.28,-0.01,0.59,18.09840324
-12.86,-0.61,53.87,-0.28,-0.01,0.59,55.38707972
3.06,-1.84,44.69,-0.28,-0.01,0.59,44.8324135
4.59,-1.53,-17.45,-0.28,-0.01,0.59,-18.10832681
10.41,0.31,-12.24,-0.28,-0.01,0.59,-16.07114806
0.61,-5.51,33.06,-0.28,-0.01,0.59,33.52157216
1.53,-24.49,41.93,-0.28,-0.01,0.59,48.58215619
12.24,16.83,3.06,-0.28,-0.01,0.59,21.03402244
10.1,3.06,11.63,-0.28,-0.01,0.59,15.70447388
9.79,7.96,13.77,-0.28,-0.01,0.59,18.676686
9.49,10.71,-27.85,-0.27,-0.01,0.62,-31.31112742
6.73,-12.24,17.45,-0.27,-0.01,0.62,22.35202452
3.06,-3.67,-7.96,-0.27,-0.01,0.62,-9.284077768
10.1,-7.65,12.86,-0.27,-0.01,0.62,18.05303576
9.18,10.71,3.06,-0.27,-0.01,0.62,14.43399113
4.59,19.28,85.39,-0.27,-0.01,0.62,87.65978896
-0.31,1.84,-16.22,-0.27,-0.01,0.62,-16.32697461
-8.57,-3.98,-14.08,-0.27,-0.01,0.61,-16.95675971
9.49,-16.22,11.94,-0.23,-0.02,0.61,22.26459297
8.57,-11.63,-8.26,-0.23,-0.02,0.61,-16.64119587
9.18,-7.96,4.29,-0.23,-0.02,0.61,12.88557721
8.57,-9.49,-19.89,-0.23,-0.02,0.61,-23.64565711
1.84,15.3,28.16,-0.23,-0.02,0.61,32.1007975
10.41,25.1,33.97,-0.23,-0.02,0.61,43.50102298
5.2,-8.57,-15.3,-0.23,-0.02,0.61,-18.29138868
9.18,-2.45,2.75,-0.22,-0.01,0.61,9.891278987
8.88,-3.67,-0.61,-0.22,-0.01,0.61,9.627845034
14.08,6.73,68.56,-0.22,-0.01,0.61,70.31367506
-0.92,2.14,-26.32,-0.22,-0.01,0.61,-26.42287645
26.32,0,18.36,-0.22,-0.01,0.61,32.09099562
1.53,-33.97,41.93,-0.22,-0.01,0.61,53.98543044
6.73,6.12,-11.94,-0.22,-0.01,0.61,15.01035976
-5.2,5.2,-7.35,-0.22,-0.01,0.61,-10.39723521
-0.61,-14.69,59.68,-0.22,-0.01,0.61,61.46438481
23.57,11.63,2.45,-0.22,0,0.62,26.39705097
0.92,-1.22,-7.04,-0.22,0,0.62,-7.203915602
9.79,8.26,10.1,-0.22,0,0.62,16.31201091
8.88,13.77,15.61,-0.22,0,0.62,22.63049712
3.67,-4.59,-4.9,-0.22,0,0.62,-7.65160114
7.04,0.31,6.73,-0.21,0,0.63,9.744259849
10.1,-16.22,-26.32,-0.21,0,0.63,-32.52446464
10.1,-6.12,18.67,-0.21,0,0.63,22.09147573
4.9,12.24,0.92,-0.21,0,0.63,13.21642917
19.28,27.24,96.41,-0.21,0,0.63,102.0226646
-0.92,-2.14,-13.16,-0.19,-0.02,0.64,-13.36456509
19.59,-5.82,34.28,-0.19,-0.02,0.64,39.90938361
7.04,-9.79,16.53,-0.19,-0.02,0.64,20.46085531
4.59,2.45,-8.88,-0.19,-0.02,0.64,-10.29198717
17.45,6.73,36.73,-0.17,-0.02,0.64,41.21757271
13.16,24.18,-17.14,-0.17,-0.02,0.64,32.42896236
5.2,-4.59,-33.06,-0.15,-0.02,0.64,-33.77975281
3.37,-10.41,63.97,-0.15,-0.02,0.64,64.89904391
7.65,14.08,19.89,-0.15,-0.02,0.64,25.54175014
7.65,-0.92,-42.24,-0.15,-0.02,0.64,-42.93700618
31.22,12.86,-24.49,-0.15,-0.02,0.64,41.71124668
-13.77,6.73,-25.71,-0.15,-0.02,0.64,-29.93175404
25.1,23.87,103.76,-0.15,-0.02,0.64,109.3888683
7.04,4.9,5.51,-0.15,-0.02,0.64,10.19468979
0,1.84,3.98,-0.15,-0.02,0.64,4.384746287
13.47,6.12,10.1,-0.15,-0.02,0.64,17.91382985
2.14,-9.79,11.63,-0.15,-0.02,0.64,15.35189239
-0.61,-4.59,0,-0.15,-0.02,0.64,-4.630356358
4.9,12.24,19.59,-0.15,-0.02,0.64,23.61346438
13.47,25.1,-1.22,-0.15,-0.02,0.64,28.51209042
9.79,3.37,-9.79,-0.16,0,0.66,14.24938946
1.84,1.84,-8.57,-0.16,0,0.66,-8.95634412
9.18,7.96,0.31,-0.16,0,0.66,12.15442718
1.53,-7.35,23.87,-0.16,0,0.66,25.02279561
6.43,10.1,-16.53,-0.16,0,0.66,20.41067858
5.2,-8.26,33.67,-0.15,0,0.67,35.05619061
28.77,-39.18,60.3,-0.15,0,0.67,77.45240668
-3.98,7.35,-41.32,-0.15,0,0.67,-42.15691284
17.45,26.02,19.59,-0.15,0,0.67,36.95011502
10.1,-2.75,-7.96,-0.15,0,0.67,-13.15044106
11.32,-5.2,26.63,-0.15,0,0.67,29.39964796
7.65,10.1,15.61,-0.13,-0.03,0.66,20.10484021
-1.84,20.81,-8.26,-0.13,-0.03,0.66,22.46484587
11.32,-0.31,-13.77,-0.13,-0.03,0.66,-17.82838748
2.14,-6.73,61.83,-0.13,-0.03,0.66,62.23199659
2.45,19.28,-9.79,-0.13,-0.03,0.66,21.76154866
11.63,-6.12,13.47,-0.1,-0.03,0.67,18.81893196
4.59,4.9,-22.96,-0.1,-0.03,0.67,-23.92153214
3.37,-1.84,-40.1,-0.1,-0.03,0.67,-40.28340229
-1.22,-1.53,24.18,-0.1,-0.03,0.67,24.25905398
9.18,3.67,6.43,-0.1,-0.03,0.67,11.79348125
10.71,-1.22,-11.94,-0.09,-0.03,0.68,-16.08589755
16.53,-7.65,-14.08,-0.09,-0.03,0.68,-23.02194171
-4.9,-31.53,44.07,-0.09,-0.03,0.68,54.40878422
11.63,14.08,-3.67,-0.09,-0.03,0.68,18.6271898
